0.3636136543,0.3011336014,1
0.5049814232,0.4365881146,1
0.1262923354,0.3382916952,1
0.2637711449,0.5342180446,1
0.2947699551,0.3744908915,1
0.1914453159,0.2995655767,1
0.1276481094,0.4206117764,1
0.1982578944,0.2642242047,1
0.5673220825,0.2821237323,1
0.1216144139,0.3031711784,1
0.1696059106,0.5098013766,1
0.3923456173,0.2538952402,1
0.1223771509,0.5881425546,1
0.5995711030,0.2781086700,1
0.1286321419,0.2775032260,1
0.5420437440,0.1945590669,1
0.5543421987,0.1509651231,1
0.4788654332,0.1364566432,1
0.3665014967,0.4919516510,1
0.4174647247,0.5120326875,1
0.5117572913,0.3436077084,1
0.4017271906,0.3717446766,1
0.5110129034,0.1259590400,1
0.3881688418,0.4106437877,1
0.1703943603,0.3618668017,1
0.4230435186,0.4594203681,1
0.4339710957,0.1777928694,1
0.4582746855,0.4426429980,1
0.5286214903,0.3703915726,1
0.2691022636,0.4077068126,1
0.1764337806,0.4549434660,1
0.5613352816,0.3530066920,1
0.2750329774,0.2366468033,1
0.4811008036,0.2088508256,1
0.5712244844,0.5707822633,1
0.3649798075,0.4496305245,1
0.4783449408,0.1027665870,1
0.1934206682,0.4407616638,1
0.3127109978,0.4041108087,1
0.3353209014,0.2489135145,1
0.3495565796,0.5452985703,1
0.2966676410,0.2690405291,1
0.2238494006,0.2716003247,1
0.3111276859,0.1467327700,1
0.3263770713,0.5728388410,1
0.2354775800,0.5994005471,1
0.4704938200,0.5631218789,1
0.3377643629,0.3648088698,1
0.2299180414,0.2115574195,1
0.1910877942,0.1304774621,1
0.4729716722,0.5899672496,1
0.5108943808,0.4224617987,1
0.2436517125,0.4286144392,1
0.3986741230,0.5570309256,1
0.2649246821,0.3959603632,1
0.5799503673,0.3837576050,1
0.4646346681,0.1434668791,1
0.3494535650,0.1735364347,1
0.5494154004,0.2814593448,1
0.5613695074,0.1300456051,1
0.2769972219,0.5770659640,1
0.1275525792,0.1281678411,1
0.2022993880,0.2902492534,1
0.1115947539,0.4078862357,1
0.2976984097,0.1889451449,1
0.1316409737,0.5771705545,1
0.4728630695,0.4093253847,1
0.4098414395,0.4023695651,1
0.1445466681,0.4521988151,1
0.4313314883,0.4896252955,1
0.1317271850,0.2315672354,1
0.3006297048,0.5858243620,1
0.2764860098,0.2163514651,1
0.5083448976,0.3526025565,1
0.3160157789,0.3313030744,1
0.4460824484,0.5919178386,1
0.1561479816,0.4081176691,1
0.1324408463,0.5267076423,1
0.3217909952,0.1027651297,1
0.2379888915,0.3651460189,1
0.4846691197,0.3200525338,1
0.1221142258,0.5020162924,1
0.5937533120,0.3114354257,1
0.2196338578,0.3357147282,1
0.2587741134,0.2370928738,1
0.2400572392,0.3044010315,1
0.1622075389,0.1082822386,1
0.2673925939,0.3698111634,1
0.4001245176,0.1509889463,1
0.4733870452,0.3022480722,1
0.2772943569,0.2568871710,1
0.2820912307,0.2452661518,1
0.2069331666,0.3126268451,1
0.4486390225,0.1635648118,1
0.4904875105,0.3234628142,1
0.1401329035,0.4026069982,1
0.3778441889,0.3722415367,1
0.2315257326,0.2134780823,1
0.4333566386,0.5797611504,1
0.1543894767,0.2215009829,1
0.3580785965,0.3575204652,1
0.2614614363,0.4421228829,1
0.5435956975,0.3688724303,1
0.2948588603,0.5725894480,1
0.2578455647,0.2395978370,1
0.1708522116,0.4129218357,1
0.4883170611,0.1839147750,1
0.4190880272,0.3947125272,1
0.5930193159,0.3369394973,1
0.2391518037,0.3212551835,1
0.5346111751,0.2096143803,1
0.2623615928,0.5475245168,1
0.5980816201,0.3071184631,1
0.2316829955,0.4535215113,1
0.1173719036,0.5767763496,1
0.4376560357,0.1894998591,1
0.3613299063,0.4764810184,1
0.3732246642,0.2965890168,1
0.3543874518,0.5796461200,1
0.1953595260,0.4313297304,1
0.5323510499,0.2577035257,1
0.2063644338,0.5476374301,1
0.2586969365,0.1061615625,1
0.1927574456,0.5147092866,1
0.3517607345,0.4052397701,1
0.5846169463,0.2743905276,1
0.3982126003,0.5310956461,1
0.5232834576,0.2665155200,1
0.2532084299,0.3586590270,1
0.5503078033,0.4757393765,1
0.2526075984,0.3220898123,1
0.2555362306,0.5783757145,1
0.2876480931,0.4238746246,1
0.3472230895,0.2927560545,1
0.5174694663,0.1085778990,1
0.2320617927,0.1616266087,1
0.1198743590,0.5422632828,1
0.3180245209,0.1200981003,1
0.1057191607,0.4636007007,1
0.3779014968,0.3276640684,1
0.3473244323,0.3976749398,1
0.4364302506,0.3678035579,1
0.5962957661,0.1485111967,1
0.2689056529,0.5436834885,1
0.3911456172,0.1113333164,1
0.2241612610,0.1234766487,1
0.3801068416,0.5705703487,1
0.2098126819,0.5138107278,1
0.2095284373,0.2746269991,1
0.3026534218,0.4648640505,1
0.2532442917,0.2034335964,1
0.5720940404,0.5356237428,1
0.5833053556,0.5697912683,1
0.3295351195,0.1728218130,1
0.2074660116,0.2205278853,1
0.1415646531,0.3820648505,1
0.2238152041,0.2284804149,1
0.5698705889,0.5946729398,1
0.1679430196,0.5913193698,1
0.2257590258,0.4587435128,1
0.4530331838,0.5782308168,1
0.3521687801,0.4079555240,1
0.4282723259,0.3904717751,1
0.2710729407,0.4866298835,1
0.2059664474,0.4268145121,1
0.1591579198,0.5345615218,1
0.5327553266,0.5698953235,1
0.2396708480,0.4601388686,1
0.1053154014,0.5344835393,1
0.1033256670,0.4552662423,1
0.3559418963,0.4436863034,1
0.4961588092,0.1306048983,1
0.3584005760,0.4241047511,1
0.5372248817,0.1746483050,1
0.1294400806,0.1359572706,1
0.4540231065,0.2651472341,1
0.2263551182,0.2791853811,1
0.5485450849,0.5864003801,1
0.1659914128,0.2415579145,1
0.2318344873,0.4309260095,1
0.3155829113,0.1797891440,1
0.5899494266,0.4890304482,1
0.5308118451,0.4496864222,1
0.5692179468,0.5547887843,1
0.4414823777,0.4263430207,1
0.4936774054,0.5019537174,1
0.4101983414,0.3803916564,1
0.2525882803,0.5083078098,1
0.3144358040,0.2013346294,1
0.1209131185,0.1319751851,1
0.4274010254,0.3839657800,1
0.3006511368,0.4682078668,1
0.2980643935,0.3189002674,1
0.3959191883,0.2401627832,1
0.1557610494,0.5532275893,1
0.1596697442,0.3021847479,1
0.4897488268,0.3123035152,1
0.4749363161,0.1591112134,1
0.5791140104,0.1986965248,1
0.1584972862,0.2301143800,1
0.3734156311,0.1093045126,1
0.2998483867,0.2105962976,1
0.2494589919,0.5366571749,1
0.4733748310,0.5106525378,1
0.2945889092,0.5454198563,1
0.2866133260,0.3736200936,1
0.3918933223,0.3401145020,1
0.3524949786,0.4032251986,1
0.5077079960,0.4650731015,1
0.3984594423,0.3528465264,1
0.2068128335,0.3026396660,1
0.3503310448,0.1554095623,1
0.5457104747,0.1606358941,1
0.3538475288,0.2974276866,1
0.1193778137,0.3651065095,1
0.3217319499,0.2657055930,1
0.1618810016,0.3993597430,1
0.2191984790,0.4202207425,1
0.2262446164,0.2553185667,1
0.4257826356,0.2716983160,1
0.5939656465,0.2881984083,1
0.1363865891,0.2673955038,1
0.1895627924,0.4905268167,1
0.3894302167,0.3136106060,1
0.4005519010,0.2265209075,1
0.4349984694,0.3884325768,1
0.3282379451,0.5928379812,1
0.2808756839,0.2232467382,1
0.1197143431,0.1967151673,1
0.3793575623,0.1565121710,1
0.1564601691,0.2675135006,1
0.5427312512,0.3883264683,1
0.4999258511,0.1426822708,1
0.3003143499,0.4892934902,1
0.1194980987,0.2941590696,1
0.5349433290,0.1422097187,1
0.5532345032,0.1862213433,1
0.3618020715,0.2200848044,1
0.2767586308,0.3808048873,1
0.3374811202,0.4290120093,1
0.1807060711,0.4313050854,1
0.2121582132,0.3694041062,1
0.1821122119,0.2308764161,1
0.5627908640,0.4941103905,1
0.1201321774,0.1062458698,1
0.2702114774,0.5669304187,1
0.2114838001,0.5730559135,1
0.4280156569,0.3500400762,1
0.4660040095,0.2937525759,1
0.3961344573,0.3738456869,1
0.5877094284,0.4040344361,1
0.3369809455,0.2677816387,1
0.5117517269,0.4988778975,1
0.1970619769,0.2555673442,1
0.3526583898,0.1941545941,1
0.2219456257,0.5434389107,1
0.1642494771,0.3048564038,1
0.2174749291,0.4548714764,1
0.5366210629,0.3059438299,1
0.3951187231,0.2903074417,1
0.1805859789,0.3668331704,1
0.2643498666,0.5154066162,1
0.2749623430,0.3755383878,1
0.1599418304,0.5063336022,1
0.4771008177,0.4934830143,1
0.1170740998,0.2055981729,1
0.1220407437,0.4069979118,1
0.4321369844,0.1669643097,1
0.2606863166,0.5665204333,1
0.3721265699,0.5929434178,1
0.3123930220,0.3295106160,1
0.1205203430,0.5933874088,1
0.2323550593,0.5481000674,1
0.1725241827,0.5186972539,1
0.2191845637,0.2674891047,1
0.5175813410,0.3461626590,1
0.1130729658,0.3261078641,1
0.5720338972,0.2229484290,1
0.2599252998,0.2735568546,1
0.4498276002,0.3942432730,1
0.2418580888,0.1473428260,1
0.2841503487,0.3700864819,1
0.4994512633,0.2744252727,1
0.4378953555,0.3093882472,1
0.4961449986,0.3885894324,1
0.5658391589,0.2246592730,1
0.2001718118,0.4796613715,1
0.1164255838,0.2359651397,1
0.2844147773,0.4155806053,1
0.4860458335,0.2276212031,1
0.5695823857,0.5033461455,1
0.1637057078,0.3861435880,1
0.3610906239,0.2798513728,1
0.3289703097,0.2229719354,1
0.4550430220,0.4486234846,1
0.4910769807,0.3104794159,1
0.2136991510,0.5034831277,1
0.3821071125,0.5847858496,1
0.2358223738,0.2051397660,1
0.4421073858,0.1938893307,1
0.2722972398,0.2017385253,1
0.3590511324,0.4946321036,1
0.1624074330,0.2093740336,1
0.2515303296,0.4270163367,1
0.1911645645,0.2935869609,1
0.2070690481,0.1193852790,1
0.3930788113,0.4178588511,1
0.5139487814,0.2029856641,1
0.4527616826,0.5501207749,1
0.5494363713,0.4394266709,1
0.4777517237,0.2432917184,1
0.4123051777,0.3895514070,1
