-3,-0.34674
-2.9698,-0.14067
-2.9397,-0.16937
-2.9095,-0.40633
-2.8794,-0.32107
-2.8492,-0.31132
-2.8191,-0.29862
-2.7889,-0.28201
-2.7588,-0.40525
-2.7286,-0.53421
-2.6985,-0.36166
-2.6683,-0.42782
-2.6382,-0.49885
-2.608,-0.54799
-2.5779,-0.47248
-2.5477,-0.56548
-2.5176,-0.65264
-2.4874,-0.6305
-2.4573,-0.70542
-2.4271,-0.62234
-2.397,-0.71494
-2.3668,-0.66522
-2.3367,-0.73686
-2.3065,-0.58368
-2.2764,-0.68127
-2.2462,-0.90958
-2.2161,-0.73276
-2.1859,-0.98679
-2.1558,-0.99319
-2.1256,-0.57504
-2.0955,-0.83838
-2.0653,-0.95748
-2.0352,-1.2005
-2.005,-1.0205
-1.9749,-0.81408
-1.9447,-0.84155
-1.9146,-0.83588
-1.8844,-1.2158
-1.8543,-1.1154
-1.8241,-1.0465
-1.794,-0.79965
-1.7638,-1.0951
-1.7337,-1.0871
-1.7035,-0.98628
-1.6734,-0.92682
-1.6432,-0.88824
-1.6131,-0.96376
-1.5829,-1.072
-1.5528,-0.92645
-1.5226,-1.0318
-1.4925,-0.97554
-1.4623,-0.98682
-1.4322,-1.0212
-1.402,-1.0304
-1.3719,-1.1788
-1.3417,-0.82458
-1.3116,-0.95718
-1.2814,-0.85897
-1.2513,-0.89011
-1.2211,-0.8357
-1.191,-0.89637
-1.1608,-0.8379
-1.1307,-0.95209
-1.1005,-0.89697
-1.0704,-0.90968
-1.0402,-0.82665
-1.0101,-0.92667
-0.9799,-0.8745
-0.94975,-0.89955
-0.9196,-0.89789
-0.88945,-0.78463
-0.8593,-0.66116
-0.82915,-0.62079
-0.79899,-0.9072
-0.76884,-0.79787
-0.73869,-0.75974
-0.70854,-0.73414
-0.67839,-0.58989
-0.64824,-0.70817
-0.61809,-0.57427
-0.58794,-0.35238
-0.55779,-0.49959
-0.52764,-0.39535
-0.49749,-0.31111
-0.46734,-0.55972
-0.43719,-0.3179
-0.40704,-0.33208
-0.37688,-0.38511
-0.34673,-0.35307
-0.31658,-0.31472
-0.28643,-0.19905
-0.25628,-0.29013
-0.22613,-0.26835
-0.19598,-0.17068
-0.16583,-0.13873
-0.13568,-0.2981
-0.10553,-0.24494
-0.075377,-0.041872
-0.045226,-0.3129
-0.015075,-0.12084
0.015075,0.15232
0.045226,0.097536
0.075377,0.13427
0.10553,0.1116
0.13568,0.21404
0.16583,0.10964
0.19598,0.19284
0.22613,0.25961
0.25628,0.44847
0.28643,0.28744
0.31658,0.13925
0.34673,0.26716
0.37688,0.42541
0.40704,0.38558
0.43719,0.56955
0.46734,0.40659
0.49749,0.38611
0.52764,0.46446
0.55779,0.68898
0.58794,0.74146
0.61809,0.55983
0.64824,0.48577
0.67839,0.56557
0.70854,0.6606
0.73869,0.64379
0.76884,0.76085
0.79899,0.78312
0.82915,0.7088
0.8593,0.73939
0.88945,0.98416
0.9196,0.74381
0.94975,1.0125
0.9799,0.90718
1.0101,0.82732
1.0402,0.9724
1.0704,0.75037
1.1005,0.75512
1.1307,0.90892
1.1608,0.99289
1.191,1.0785
1.2211,0.98703
1.2513,0.9635
1.2814,0.77653
1.3116,1.1603
1.3417,0.8593
1.3719,1.0111
1.402,0.82293
1.4322,0.98191
1.4623,0.90476
1.4925,1.1296
1.5226,0.95513
1.5528,1.092
1.5829,1.0383
1.6131,1.0104
1.6432,1.0301
1.6734,0.93883
1.7035,1.1155
1.7337,1.0674
1.7638,0.95089
1.794,1.1552
1.8241,0.77813
1.8543,0.95325
1.8844,0.92582
1.9146,0.95808
1.9447,0.95032
1.9749,0.97661
2.005,0.99659
2.0352,0.88185
2.0653,0.99922
2.0955,0.83316
2.1256,0.94481
2.1558,0.69175
2.1859,0.79659
2.2161,0.70126
2.2462,0.64541
2.2764,0.62413
2.3065,0.67136
2.3367,0.58331
2.3668,0.67999
2.397,0.72932
2.4271,0.46939
2.4573,0.61986
2.4874,0.77261
2.5176,0.66635
2.5477,0.44492
2.5779,0.55454
2.608,0.43615
2.6382,0.36821
2.6683,0.45718
2.6985,0.42998
2.7286,0.58637
2.7588,0.3314
2.7889,0.26535
2.8191,0.31077
2.8492,0.18358
2.8794,0.032652
2.9095,0.25054
2.9397,0.11851
2.9698,0.096592
3,0.053326
